#OTUID	E-JT-526	E-SOG-4619	E-LS-526	E-CR-2016	E-TL-2016	E-VP-2016	E-DS-428	E-TL-Aug-2014	E-WP-623	E-SOG-6527	E-SOG-4424	E-TL-Jul-2014	E-SOG-5619	E-CB-2016	E-LH-2016	E-BP-2016	E-TI-2014	E-PM-Aug-2014	E-SOG-1619	E-DU-Jul-2014	E-JP-2016	E-JT-623	E-LS-428	E-SOG-4527	E-WV-Aug-2014	E-WC-2016	E-PM-Jul-2014	E-SOG-7424	E-SOG-2527	E-LS-623	E-TB-2016	E-PM-Jula-2014	E-Tca-7-2014	E-FR-7-2014	E-DS-623	E-WP-526	E-PM-2016	E-BA-2016	E-MT-526	E-WV-Jula-2014	E-WP-428	E-JT-428	E-DU-2016	E-SOG-1424	E-SOG-2619	E-SOG-6424	E-SOG-5527	E-BL-2016	E-DU-Jula-2014	E-MT-623	E-SOG-3619	E-MT-428	E-TC-2014	E-SOG-1527	E-T7-2014	E-SOG-3527	E-SOG-3424	E-SOG-2424	E-SOG-6619	E-SOG-5424	taxonomy
124921	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	78.0	0.0	0.0	0.0	67.0	0.0	0.0	47.0	0.0	21.0	0.0	0.0	40.0	0.0	Unassigned
81384	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	455.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
126277	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	6.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	50.0	0.0	0.0	0.0	111.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	7.0	15.0	Eukaryota; __Opisthokonta; __Metazoa; __Tunicata; __Appendicularia; __Copelata
90195	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	144.0	5.0	0.0	0.0	0.0	20.0	34.0	0.0	0.0	274.0	0.0	51.0	0.0	0.0	31.0	0.0	23.0	0.0	0.0	65.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	7.0	72.0	0.0	162.0	0.0	0.0	0.0	0.0	0.0	0.0	374.0	0.0	16.0	0.0	0.0	63.0	0.0	Unassigned
63727	0.0	212.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	321.0	0.0	150.0	0.0	0.0	0.0	0.0	0.0	129.0	0.0	0.0	0.0	135.0	224.0	0.0	0.0	0.0	20.0	295.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	484.0	24.0	0.0	0.0	0.0	0.0	214.0	0.0	0.0	126.0	0.0	6.0	52.0	186.0	32.0	144.0	Eukaryota; __Cryptophyceae; __Cryptomonadales; __Teleaulax; __Teleaulax; __Teleaulax; __Teleaulax; __Teleaulax_gracilis
49861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	239.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	101.0	0.0	17.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	8.0	185.0	0.0	229.0	230.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	34.0	52.0	19.0	881.0	Unassigned
115632	20.0	0.0	18.0	0.0	0.0	0.0	24.0	0.0	9.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	18.0	15.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	72.0	13.0	0.0	0.0	0.0	0.0	0.0	114.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	17.0	38.0	0.0	0.0	0.0	Unassigned
115633	23.0	0.0	12.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	12.0	23.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	24.0	0.0	47.0	26.0	0.0	0.0	0.0	0.0	0.0	112.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	23.0	20.0	0.0	0.0	0.0	Unassigned
80986	26.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	6.0	0.0	0.0	0.0	378.0	44.0	0.0	13.0	5.0	533.0	63.0	0.0	0.0	5.0	9.0	248.0	109.0	0.0	11.0	0.0	33.0	10.0	0.0	0.0	0.0	0.0	71.0	1258.0	40.0	33.0	60.0	5.0	40.0	0.0	0.0	0.0	23.0	0.0	38.0	0.0	6.0	0.0	0.0	16.0	0.0	7.0	0.0	0.0	5.0	0.0	Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Gymnodiniphycidae; __Suessiaceae; __Biecheleria; __uncultured_alveolate
80987	0.0	0.0	0.0	0.0	0.0	215.0	0.0	0.0	0.0	33.0	26.0	0.0	0.0	275.0	536.0	247.0	0.0	35.0	0.0	82.0	1888.0	0.0	0.0	13.0	8.0	597.0	652.0	5.0	0.0	0.0	329.0	267.0	0.0	0.0	0.0	0.0	181.0	1230.0	0.0	209.0	0.0	0.0	179.0	23.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	35.0	97.0	0.0	0.0	0.0	22.0	0.0	0.0	Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Gymnodiniphycidae; __Suessiaceae; __Biecheleria; __uncultured_alveolate
70323	0.0	0.0	0.0	0.0	22.0	0.0	0.0	539.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	147.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	229.0	0.0	0.0	0.0	0.0	0.0	Unassigned
113388	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	641.0	16.0	0.0	0.0	0.0	0.0	93.0	44.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	6.0	33.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	5.0	0.0	0.0	0.0	Unassigned
80988	0.0	0.0	0.0	0.0	0.0	192.0	0.0	0.0	0.0	29.0	27.0	0.0	0.0	229.0	436.0	194.0	0.0	24.0	0.0	77.0	1717.0	0.0	0.0	19.0	0.0	459.0	648.0	0.0	0.0	0.0	265.0	226.0	0.0	0.0	0.0	0.0	166.0	1129.0	0.0	218.0	0.0	0.0	188.0	13.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	19.0	91.0	0.0	0.0	0.0	7.0	0.0	7.0	Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Gymnodiniphycidae; __Suessiaceae; __Biecheleria
80989	34.0	12.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	59.0	0.0	0.0	5.0	8.0	330.0	32.0	0.0	8.0	0.0	452.0	75.0	0.0	5.0	7.0	0.0	242.0	104.0	0.0	13.0	0.0	21.0	5.0	0.0	0.0	0.0	0.0	74.0	1095.0	39.0	32.0	35.0	0.0	34.0	0.0	0.0	0.0	18.0	0.0	24.0	0.0	7.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota; __Alveolata
96020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	26.0	0.0	0.0	0.0	35.0	10.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	10.0	16.0	0.0	0.0	0.0	43.0	0.0	10.0	Eukaryota; __Cryptophyceae; __Cryptomonadales
59536	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	112.0	45.0	0.0	11.0	0.0	12.0	37.0	0.0	0.0	9.0	0.0	19.0	0.0	0.0	713.0	0.0	34.0	0.0	11.0	59.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	9.0	13.0	0.0	0.0	6.0	9.0	25.0	47.0	5.0	8.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	171.0	0.0	16.0	9.0	14.0	38.0	134.0	Eukaryota; __Stramenopiles; __Ochrophyta; __Diatomea; __Bacillariophytina; __Mediophyceae; __Chaetoceros; __uncultured_Chaetoceros
78540	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	291.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	412.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	163.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
83355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	186.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.0	Unassigned
83357	0.0	0.0	0.0	0.0	22.0	0.0	0.0	40.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	272.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0	0.0	0.0	0.0	0.0	0.0	Unassigned
76017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	601.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
109923	344.0	0.0	688.0	0.0	0.0	0.0	557.0	0.0	281.0	45.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	439.0	0.0	0.0	383.0	485.0	0.0	0.0	0.0	0.0	0.0	422.0	226.0	12.0	0.0	0.0	1441.0	52.0	122.0	0.0	0.0	552.0	0.0	374.0	22.0	0.0	0.0	75.0	9.0	0.0	0.0	0.0	5.0	0.0	62.0	0.0	23.0	0.0	862.0	70.0	0.0	0.0	0.0	Eukaryota; __Stramenopiles; __Ochrophyta; __Chrysophyceae; __LG07-07; __uncultured; __uncultured; __uncultured_freshwater_eukaryote
109922	12.0	0.0	38.0	0.0	0.0	0.0	68.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	16.0	9.0	0.0	0.0	0.0	0.0	0.0	10.0	22.0	0.0	0.0	0.0	110.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	Eukaryota; __Stramenopiles; __Ochrophyta; __Chrysophyceae; __LG07-07; __uncultured; __uncultured; __uncultured_freshwater_eukaryote
87661	0.0	7.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	10.0	0.0	0.0	0.0	19.0	15.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	Eukaryota; __Rhizaria; __Cercozoa; __uncultured; __uncultured; __uncultured; __uncultured; __uncultured_freshwater_eukaryote
78539	5.0	0.0	5.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
57586	38.0	0.0	259.0	0.0	0.0	0.0	26.0	0.0	137.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	270.0	0.0	0.0	60.0	45.0	0.0	0.0	0.0	0.0	0.0	251.0	2506.0	0.0	0.0	0.0	114.0	3512.0	14.0	0.0	0.0	58.0	0.0	40.0	0.0	0.0	0.0	163.0	0.0	0.0	0.0	0.0	5.0	0.0	6.0	0.0	12.0	0.0	46.0	6.0	0.0	0.0	0.0	Eukaryota; __Stramenopiles; __Ochrophyta; __Diatomea; __Bacillariophytina; __Mediophyceae; __Stephanodiscus
97917	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	5.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	5.0	0.0	103.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	24.0	17.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	18.0	23.0	Eukaryota; __Rhizaria; __Cercozoa; __Thecofilosea; __Cryomonadida; __Protaspidae; __Protaspis
54073	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	6.0	0.0	0.0	7.0	Eukaryota; __Cryptophyceae; __Kathablepharidae; __Katablepharis; __Katablepharis; __Katablepharis; __Katablepharis; __uncultured_eukaryote
54072	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	5.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	8.0	0.0	0.0	10.0	Eukaryota; __Cryptophyceae; __Kathablepharidae; __Katablepharis; __Katablepharis; __Katablepharis; __Katablepharis; __uncultured_eukaryote
91384	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	11.0	0.0	0.0	0.0	5.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	278.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
91385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.0	0.0	0.0	7.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	14.0	0.0	16.0	0.0	31.0	Eukaryota; __Archaeplastida; __Chloroplastida; __Chlorophyta
99116	38.0	42.0	24.0	0.0	0.0	0.0	45.0	0.0	7.0	17.0	285.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	30.0	97.0	48.0	0.0	0.0	0.0	36.0	17.0	29.0	0.0	0.0	0.0	0.0	24.0	19.0	0.0	0.0	53.0	0.0	32.0	6.0	0.0	40.0	35.0	64.0	0.0	0.0	0.0	15.0	26.0	75.0	0.0	80.0	0.0	0.0	49.0	53.0	33.0	249.0	Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Gymnodiniphycidae
87559	0.0	0.0	5.0	0.0	0.0	0.0	20.0	0.0	14.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	0.0	0.0	15.0	33.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	93.0	39.0	0.0	0.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	6.0	41.0	0.0	0.0	0.0	Unassigned
63725	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	76.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	44.0	63.0	0.0	0.0	0.0	0.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	210.0	5.0	0.0	0.0	0.0	0.0	84.0	0.0	0.0	46.0	0.0	0.0	8.0	54.0	0.0	55.0	Eukaryota; __Cryptophyceae; __Cryptomonadales; __Teleaulax; __Teleaulax; __Teleaulax; __Teleaulax; __Teleaulax_gracilis
14357	9.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	273.0	0.0	0.0	0.0	7.0	229.0	6.0	0.0	11.0	Unassigned
99632	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	29.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	12.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	12.0	33.0	0.0	5.0	Eukaryota; __Archaeplastida; __Chloroplastida; __Chlorophyta; __Prasinophytae
89918	6.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0	16.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	16.0	49.0	0.0	0.0	0.0	0.0	0.0	9.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	48.0	7.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	14.0	29.0	0.0	0.0	0.0	Unassigned
100519	0.0	47.0	10.0	0.0	0.0	0.0	0.0	0.0	11.0	168.0	387.0	0.0	239.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	21.0	14.0	22.0	0.0	0.0	0.0	55.0	12.0	12.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	197.0	11.0	264.0	1143.0	0.0	0.0	10.0	9.0	14.0	0.0	52.0	0.0	8.0	109.0	266.0	623.0	644.0	Eukaryota; __Alveolata; __Dinoflagellata
89911	15.0	0.0	18.0	0.0	0.0	0.0	13.0	0.0	11.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	22.0	83.0	0.0	0.0	0.0	0.0	0.0	17.0	23.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	19.0	0.0	46.0	28.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	24.0	77.0	9.0	0.0	9.0	Eukaryota; __Archaeplastida; __Chloroplastida; __Chlorophyta; __Chlorophyceae; __uncultured; __uncultured
68211	59.0	0.0	88.0	0.0	147.0	0.0	24.0	0.0	8.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	38.0	33.0	0.0	0.0	0.0	0.0	0.0	96.0	23.0	0.0	0.0	0.0	42.0	12.0	18.0	0.0	0.0	77.0	0.0	45.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	7.0	0.0	0.0	0.0	Eukaryota; __Cryptophyceae; __Kathablepharidae; __uncultured; __uncultured; __uncultured; __uncultured; __uncultured_eukaryote
76302	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	205.0	112.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	83.0	10.0	39.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	8.0	32.0	34.0	33.0	358.0	Unassigned
89916	0.0	0.0	6.0	0.0	0.0	0.0	9.0	0.0	7.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	12.0	36.0	0.0	0.0	0.0	0.0	0.0	7.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	32.0	5.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	9.0	15.0	0.0	0.0	0.0	Eukaryota; __Archaeplastida; __Chloroplastida; __Chlorophyta; __Chlorophyceae; __uncultured; __uncultured
79787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	424.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota; __Opisthokonta; __Metazoa; __Arthropoda; __Maxillopoda; __Harpacticoida; __uncultured; __uncultured_eukaryote
118507	6.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1055.0	0.0	0.0	0.0	12.0	407.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	Unassigned
118508	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1029.0	0.0	0.0	0.0	9.0	392.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	Unassigned
19567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	15.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	5.0	23.0	0.0	0.0	Eukaryota; __Archaeplastida; __Chloroplastida; __Chlorophyta; __Prasinophytae; __Pyramimonadales; __Pyramimonas; __Pyramimonas_obovata
89680	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	Unassigned
115091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	312.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
86625	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	14.0	0.0	433.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota; __Alveolata; __Ciliophora; __Spirotrichea; __uncultured; __uncultured; __uncultured; __uncultured_marine_eukaryote
